projectid,siteid,estuaryname,stationno,samplecollectiondate,surveytype,netreplicate,scientificname,commonname,status,replicate,length_mm,lengthnotes,identificationnotes,length_category,h2otemp,do_mgl,do_percent,salinity,conductivity
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Carcinus maenas,European green crab,invasive,9.0,61.0,,,Medium,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,2,Carcinus maenas,European green crab,invasive,10.0,55.0,,,Medium,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,1.0,40.0,,,Small,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,2.0,37.0,,,Small,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,3.0,46.0,,,Small,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,4.0,34.0,,,Small,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,5.0,39.0,,,Small,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,6.0,40.0,,,Small,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,7.0,41.0,,,Small,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,8.0,31.0,,,Small,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,9.0,36.0,,,Small,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,10.0,34.0,,,Small,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,1.0,56.0,,,Medium,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,2.0,47.0,,,Small,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,3.0,39.0,,,Small,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,4.0,32.0,,,Small,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,5.0,46.0,,,Small,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,6.0,61.0,,,Medium,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,7.0,50.0,,,Medium,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,8.0,42.0,,,Small,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,9.0,41.0,,,Small,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,10.0,41.0,,,Small,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Acanthogobius flavimanus,yellowfin goby,invasive,1.0,137.0,,,Large,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Acanthogobius flavimanus,yellowfin goby,invasive,2.0,142.0,,,Large,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,1,9/30/2024,beach seine,3,Leptocottus armatus,Pacific staghorn sculpin,native,1.0,123.0,,,Large,17.033333333333335,6.385000000000001,80.25,30.705,39957.666666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,1.0,65.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,2.0,36.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,3.0,52.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,4.0,40.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,5.0,42.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,6.0,40.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,7.0,37.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,8.0,27.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,9.0,46.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Atherinops affinis,topsmelt silverside,native,10.0,46.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,1.0,45.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,2.0,48.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,3.0,55.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,4.0,43.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,5.0,39.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,6.0,46.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,7.0,46.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,8.0,26.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,9.0,30.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Gasterosteus aculeatus,threespine stickleback,native,10.0,40.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Cottus asper,prickly sculpin,native,1.0,69.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,1,Acanthogobius flavimanus,yellowfin goby,invasive,1.0,145.0,,,Large,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,1.0,84.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,2.0,32.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,3.0,45.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,4.0,34.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,5.0,60.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,6.0,50.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,7.0,39.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,8.0,58.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,9.0,39.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Atherinops affinis,topsmelt silverside,native,10.0,44.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,1.0,55.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,2.0,43.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,3.0,55.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,4.0,56.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,5.0,45.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,6.0,45.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,7.0,30.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,8.0,22.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,9.0,35.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,2,Gasterosteus aculeatus,threespine stickleback,native,10.0,40.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,1.0,35.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,2.0,63.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,3.0,42.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,4.0,37.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,5.0,38.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,6.0,48.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,7.0,34.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,8.0,35.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,9.0,74.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Atherinops affinis,topsmelt silverside,native,10.0,47.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,1.0,43.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,2.0,50.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,3.0,48.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,4.0,43.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,5.0,47.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,6.0,45.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,7.0,34.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,8.0,47.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,9.0,44.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gasterosteus aculeatus,threespine stickleback,native,10.0,34.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Syngnathus sp.,pipefish,not recorded,1.0,154.0,,,Large,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Cottus asper,prickly sculpin,native,1.0,79.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Cottus asper,prickly sculpin,native,2.0,60.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Cottus asper,prickly sculpin,native,3.0,46.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Cottus asper,prickly sculpin,native,4.0,64.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Cottus asper,prickly sculpin,native,5.0,50.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Clevelandia ios,arrow goby,native,1.0,46.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Clevelandia ios,arrow goby,native,2.0,47.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Clevelandia ios,arrow goby,native,3.0,49.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Clevelandia ios,arrow goby,native,4.0,40.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Clevelandia ios,arrow goby,native,5.0,34.0,,,Small,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA,CC-MCS,Moro Cojo Slough,2,10/1/2024,beach seine,3,Gillichthys mirabilis,longjaw mudsucker goby,native,1.0,95.0,,,Medium,20.349999999999998,8.48,114.10000000000001,31.361666666666668,43784.166666666664
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Pachygrapsus sp.,shore crab,,1.0,5.0,<1g,,Small,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Pachygrapsus sp.,shore crab,,2.0,4.0,<1g,,Small,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Pachygrapsus sp.,shore crab,,3.0,10.0,1g,,Small,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,1.0,61.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,2.0,52.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,3.0,57.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,4.0,58.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,5.0,66.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,6.0,85.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,7.0,69.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,8.0,61.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,9.0,65.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,10.0,58.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Syngnathus leptorhynchus,bay pipefish,native,1.0,172.0,,,Large,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Syngnathus leptorhynchus,bay pipefish,native,2.0,174.0,,,Large,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,1,Clevelandia ios,arrow goby,native,1.0,31.0,,,Small,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Syngnathus leptorhynchus,bay pipefish,native,1.0,210.0,,,Large,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Syngnathus leptorhynchus,bay pipefish,native,2.0,214.0,,,Large,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,1.0,62.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,2.0,65.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,3.0,52.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,4.0,45.0,,,Small,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,5.0,46.0,,,Small,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,6.0,56.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,7.0,60.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,8.0,59.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,9.0,44.0,,,Small,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,10.0,48.0,,,Small,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
